id,First_pokemon,Second_pokemon,Winner
1662,258,779,258
1663,571,672,571
1664,711,476,476
1665,797,125,797
1666,769,201,769
1667,131,34,131
1668,336,207,336
1669,390,754,754
1670,234,202,234
1671,613,128,613
1672,49,147,147
1673,707,277,707
1674,387,423,423
1675,450,332,450
1676,226,326,326
1677,101,233,101
1678,764,503,503
1679,114,587,587
1680,29,630,630
1681,771,248,248
1682,570,689,570
1683,235,135,135
1684,397,772,772
1685,251,229,229
1686,277,581,581
1687,112,683,112
1688,275,332,332
1689,634,54,634
1690,273,747,747
1691,532,101,101
1692,792,775,792
1693,222,474,474
1694,438,282,438
1695,702,602,702
1696,74,56,74
1697,461,489,461
1698,562,395,562
1699,43,137,137
1700,623,797,797
1701,401,557,557
1702,761,637,637
1703,625,451,451
1704,626,613,613
1705,190,483,483
1706,512,586,512
1707,262,714,714
1708,749,11,11
1709,541,52,541
1710,788,348,348
1711,114,731,731
1712,421,732,732
1713,42,572,572
1714,713,745,745
1715,3,608,608
1716,628,598,628
1717,502,147,147
1718,602,564,564
1719,430,44,430
1720,745,741,745
1721,743,430,430
1722,27,456,27
1723,754,545,545
1724,530,473,473
1725,282,684,282
1726,214,475,214
1727,728,3,3
1728,331,228,228
1729,492,438,438
1730,93,596,93
1731,173,237,173
1732,277,293,293
1733,324,599,599
1734,281,557,557
1735,148,489,148
1736,209,502,209
1737,389,13,13
1738,535,522,522
1739,576,193,576
1740,487,587,487
1741,370,310,370
1742,743,57,57
1743,254,335,254
1744,792,370,792
1745,162,729,162
1746,791,385,791
1747,73,142,142
1748,291,106,106
1749,13,48,48
1750,103,296,103
1751,396,428,428
1752,799,271,271
1753,126,148,148
1754,94,547,547
1755,706,234,234
1756,49,268,268
1757,571,116,116
1758,51,194,51
1759,661,709,709
1760,656,56,656
1761,580,537,537
1762,344,353,344
1763,247,627,627
1764,182,642,642
1765,688,32,32
1766,586,567,586
1767,266,665,266
1768,81,258,81
1769,114,451,114
1770,789,424,424
1771,681,590,590
1772,551,467,467
1773,633,712,633
1774,285,552,552
1775,742,470,742
1776,413,720,413
1777,639,627,627
1778,588,771,588
1779,400,27,27
1780,134,800,134
1781,417,286,286
1782,175,590,590
1783,65,259,259
1784,563,41,563
1785,404,167,404
1786,354,540,540
1787,487,780,780
1788,127,414,414
1789,254,569,254
1790,171,592,171
1791,359,296,296
1792,457,341,341
1793,534,784,534
1794,95,669,95
1795,750,35,35
1796,100,280,280
1797,601,584,584
1798,539,513,513
1799,483,374,483
1800,449,517,517
1801,534,758,534
1802,249,251,249
1803,37,776,37
1804,751,700,751
1805,533,465,465
1806,282,698,698
1807,182,675,675
1808,401,177,177
1809,683,450,450
1810,496,8,8
1811,103,579,579
1812,69,316,316
1813,541,661,541
1814,754,353,353
1815,305,221,221
1816,169,691,169
1817,268,713,713
1818,326,259,259
1819,627,585,627
1820,370,675,370
1821,194,786,786
1822,494,298,494
1823,519,99,519
1824,708,774,708
1825,558,494,494
1826,735,220,735
1827,16,92,92
1828,156,708,708
1829,164,210,164
1830,728,662,728
1831,127,679,679
1832,295,290,295
1833,666,736,736
1834,489,239,239
1835,547,243,547
1836,647,545,545
1837,122,570,570
1838,44,347,44
1839,19,506,19
1840,733,738,738
1841,205,796,205
1842,182,72,72
1843,739,443,443
1844,40,464,464
1845,540,257,540
1846,402,472,472
1847,249,525,249
1848,442,700,700
1849,672,165,165
1850,584,29,584
1851,725,246,725
1852,356,401,401
1853,502,282,502
1854,410,344,410
1855,140,718,718
1856,443,199,443
1857,2,609,2
1858,574,628,574
1859,707,383,707
1860,163,709,163
1861,301,787,787
1862,333,583,583
1863,266,690,690
1864,222,148,148
1865,622,432,622
1866,397,133,133
1867,657,603,603
1868,123,434,123
1869,468,97,97
1870,262,593,593
1871,57,730,57
1872,549,390,549
1873,665,761,665
1874,71,619,71
1875,246,196,246
1876,560,147,560
1877,544,732,732
1878,115,582,115
1879,647,494,494
1880,760,71,71
1881,800,422,422
1882,691,593,691
1883,725,750,750
1884,642,711,711
1885,176,258,258
1886,716,594,716
1887,71,635,71
1888,588,380,588
1889,363,308,308
1890,111,725,725
1891,571,710,710
1892,461,563,563
1893,459,572,572
1894,231,156,156
1895,590,383,590
1896,564,173,173
1897,324,400,400
1898,384,690,690
1899,424,783,424
1900,432,87,432
1901,467,150,467
1902,448,318,448
1903,555,543,543
1904,536,190,536
1905,723,390,723
1906,720,159,159
1907,491,316,316
1908,742,542,542
1909,757,645,645
1910,414,768,414
1911,148,363,148
1912,239,597,597
1913,259,486,259
1914,473,696,473
1915,133,36,133
1916,13,548,548
1917,202,276,276
1918,775,469,469
1919,52,461,461
1920,531,116,116
1921,115,724,724
1922,787,594,787
1923,243,31,31
1924,746,516,516
1925,434,755,755
1926,665,577,665
1927,188,422,422
1928,112,406,112
1929,6,731,731
1930,601,610,610
1931,325,239,239
1932,228,719,228
1933,480,413,480
1934,759,659,759
1935,475,345,475
1936,701,513,513
1937,590,216,590
1938,713,593,713
1939,502,473,473
1940,147,728,147
1941,654,592,592
1942,561,524,524
1943,739,149,739
1944,99,173,99
1945,534,40,534
1946,260,548,260
1947,325,781,781
1948,4,622,4
1949,337,209,337
1950,435,126,126
1951,452,255,255
1952,687,750,687
1953,662,330,330
1954,791,745,745
1955,14,206,206
1956,232,21,232
1957,571,579,571
1958,570,259,570
1959,248,354,248
1960,153,785,785
1961,104,415,104
1962,332,606,606
1963,391,564,391
1964,453,706,706
1965,540,390,540
1966,599,198,198
1967,193,67,193
1968,166,270,270
1969,16,310,16
1970,292,778,778
1971,377,49,377
1972,577,752,752
1973,770,553,553
1974,267,251,267
1975,656,777,777
1976,772,681,772
1977,302,129,302
1978,13,277,13
1979,429,755,429
1980,163,502,163
1981,499,200,499
1982,524,230,524
1983,608,356,356
1984,504,588,588
1985,574,26,574
1986,603,50,603
1987,356,779,779
1988,542,339,339
1989,607,603,603
1990,189,307,307
1991,246,759,246
1992,562,374,562
1993,417,794,794
1994,431,537,431
1995,472,154,154
1996,468,663,663
1997,342,406,406
1998,472,602,472
1999,150,680,150
2000,442,530,530
2001,285,557,557
2002,7,279,7
2003,582,753,582
2004,217,677,677
2005,388,267,388
2006,97,48,48
2007,687,302,302
2008,329,103,103
2009,451,32,32
2010,311,127,127
2011,264,23,23
2012,412,741,741
2013,324,82,82
2014,184,709,184
2015,564,289,564
2016,98,698,698
2017,137,780,137
2018,96,586,586
2019,431,692,692
2020,390,58,58
2021,536,500,500
2022,237,9,9
2023,371,393,393
2024,651,159,159
2025,77,363,77
2026,285,380,380
2027,115,129,115
2028,775,726,726
2029,321,342,342
2030,799,209,209
2031,670,765,765
2032,501,661,501
2033,19,294,19
2034,215,751,751
2035,280,599,280
2036,584,692,692
2037,372,57,57
2038,751,684,751
2039,547,773,773
2040,762,520,520
2041,443,111,443
2042,252,778,778
2043,451,768,768
2044,154,500,154
2045,466,135,135
2046,442,444,444
2047,293,680,293
2048,220,102,102
2049,358,329,358
2050,360,582,360
2051,585,160,160
2052,719,676,676
2053,82,188,82
2054,138,336,138
2055,527,326,527
2056,136,395,136
2057,262,584,584
2058,626,362,362
2059,447,382,447
2060,764,139,139
2061,389,91,91
2062,407,512,407
2063,768,738,768
2064,387,226,387
2065,648,700,700
2066,187,231,187
2067,18,255,255
2068,160,143,143
2069,83,498,498
2070,549,24,24
2071,476,447,476
2072,378,396,396
2073,579,6,6
2074,349,607,349
2075,549,127,549
2076,488,211,211
2077,76,339,339
2078,84,179,84
2079,429,576,429
2080,796,258,258
2081,577,749,749
2082,357,411,357
2083,774,222,774
2084,355,222,222
2085,484,672,484
2086,40,747,747
2087,294,778,778
2088,779,544,544
2089,30,204,204
2090,657,649,649
2091,295,282,282
2092,392,245,245
2093,713,93,93
2094,278,299,299
2095,8,106,8
2096,289,553,553
2097,94,564,94
2098,524,166,166
2099,323,475,475
2100,380,308,380
2101,468,679,679
2102,75,178,75
2103,188,541,541
2104,602,229,229
2105,362,523,362
2106,256,520,520
2107,273,53,53
2108,73,361,361
2109,693,232,232
2110,781,234,234
2111,375,677,677
2112,58,47,58
2113,586,139,586
2114,362,41,362
2115,143,306,306
2116,150,546,546
2117,147,232,147
2118,521,702,702
2119,484,423,423
2120,210,665,665
2121,41,716,716
2122,408,75,75
2123,635,653,635
2124,29,495,495
2125,578,638,638
2126,299,76,299
2127,289,755,755
2128,308,373,308
2129,223,621,223
2130,85,254,85
2131,794,557,557
2132,634,484,484
2133,38,676,676
2134,456,60,60
2135,785,766,766
2136,160,621,160
2137,738,14,14
2138,239,245,245
2139,228,778,228
2140,683,530,683
2141,439,209,209
2142,122,385,385
2143,392,717,717
2144,50,684,50
2145,517,485,517
2146,286,324,286
2147,568,538,538
2148,559,62,62
2149,721,278,721
2150,754,615,615
2151,536,565,536
2152,76,695,76
2153,69,547,69
2154,619,89,619
2155,424,343,424
2156,156,116,116
2157,489,407,407
2158,627,131,627
2159,357,530,357
2160,724,639,724
2161,136,36,136
2162,197,498,498
2163,442,295,442
2164,553,660,553
2165,422,239,422
2166,541,486,541
2167,470,453,453
2168,310,785,785
2169,657,762,657
2170,734,128,128
2171,347,538,538
2172,291,475,475
2173,582,332,582
2174,22,702,702
2175,730,496,496
2176,326,559,326
2177,561,299,299
2178,608,167,608
2179,35,427,427
2180,492,233,233
2181,70,621,621
2182,246,676,246
2183,224,477,477
2184,468,551,551
2185,295,451,451
2186,416,783,416
2187,498,319,498
2188,176,579,579
2189,733,375,375
2190,260,228,228
2191,137,315,137
2192,341,82,341
2193,547,540,540
2194,91,730,730
2195,657,689,657
2196,703,799,703
2197,280,335,280
2198,176,306,306
2199,672,128,128
2200,68,397,397
2201,336,484,484
2202,548,25,548
2203,196,354,196
2204,4,154,154
2205,668,515,515
2206,758,41,758
2207,562,392,392
2208,649,589,589
2209,753,563,563
2210,408,404,404
2211,716,105,716
2212,648,688,648
2213,765,732,732
2214,366,582,366
2215,277,402,277
2216,650,158,158
2217,639,677,677
2218,632,186,186
2219,441,772,772
2220,631,171,171
2221,110,296,110
2222,647,184,184
2223,731,434,731
2224,202,508,508
2225,641,315,315
2226,530,124,124
2227,174,224,174
2228,667,488,667
2229,741,252,741
2230,296,799,799
2231,783,37,37
2232,217,575,575
2233,704,772,704
2234,578,361,361
2235,76,376,376
2236,560,111,560
2237,79,426,426
2238,613,567,613
2239,319,126,126
2240,389,352,352
2241,222,176,222
2242,621,545,545
2243,615,622,622
2244,355,707,707
2245,698,398,398
2246,781,459,781
2247,308,100,100
2248,373,79,79
2249,475,342,342
2250,681,725,725
2251,550,97,550
2252,11,130,130
2253,21,435,435
2254,199,504,504
2255,406,102,102
2256,18,232,232
2257,748,443,748
2258,97,694,694
2259,615,131,131
2260,393,303,393
2261,135,674,135
2262,222,572,572
2263,29,408,29
2264,31,480,31
2265,50,408,408
2266,335,231,335
2267,19,202,19
2268,141,691,141
2269,387,553,553
2270,642,444,444
2271,428,353,428
2272,659,394,394
2273,627,663,627
2274,335,534,534
2275,298,113,298
2276,646,637,646
2277,150,187,187
2278,683,405,405
2279,458,615,615
2280,636,142,142
2281,159,77,159
2282,306,141,141
2283,514,612,612
2284,110,752,752
2285,641,608,608
2286,210,592,592
2287,434,88,434
2288,337,255,337
2289,328,285,285
2290,311,359,311
2291,449,626,449
2292,768,350,350
2293,634,112,634
2294,150,44,44
2295,212,768,212
2296,549,721,549
2297,442,205,205
2298,405,89,405
2299,132,595,132
2300,737,597,737
2301,268,694,694
2302,298,748,748
2303,474,302,302
2304,564,145,145
2305,657,297,657
2306,487,80,80
2307,173,45,173
2308,209,397,209
2309,348,685,348
2310,468,257,257
2311,611,522,611
2312,7,328,7
2313,509,177,177
2314,204,726,726
2315,708,240,240
2316,607,343,343
2317,95,467,467
2318,333,787,787
2319,497,700,700
2320,274,154,154
2321,9,123,9
2322,10,93,93
2323,448,551,551
2324,186,722,186
2325,478,708,478
2326,578,628,628
2327,123,51,123
2328,16,110,110
2329,442,415,442
2330,665,143,143
2331,656,6,6
2332,272,735,272
2333,530,291,291
2334,559,524,524
2335,405,180,180
2336,605,394,394
2337,546,475,475
2338,473,165,165
2339,470,743,743
2340,57,392,57
2341,429,440,429
2342,291,54,291
2343,336,538,538
2344,422,777,422
2345,724,145,724
2346,216,448,216
2347,259,421,421
2348,723,541,541
2349,367,462,367
2350,461,276,276
2351,654,718,718
2352,72,67,72
2353,415,128,128
2354,246,353,246
2355,706,523,706
2356,230,700,700
2357,526,321,526
2358,333,477,477
2359,792,349,792
2360,530,328,328
2361,253,332,253
2362,171,111,171
2363,215,665,665
2364,310,211,211
2365,109,411,109
2366,57,505,57
2367,243,728,728
2368,59,118,59
2369,347,81,347
2370,54,738,54
2371,43,756,756
2372,609,649,649
2373,753,598,598
2374,764,712,712
2375,318,706,706
2376,422,507,422
2377,294,509,509
2378,177,96,177
2379,698,132,132
2380,256,637,637
2381,496,485,496
2382,49,15,15
2383,720,358,358
2384,554,502,554
2385,585,130,585
2386,89,334,334
2387,787,707,707
2388,650,707,707
2389,323,617,617
2390,380,27,380
2391,489,626,626
2392,649,489,649
2393,7,29,7
2394,167,705,705
2395,299,11,299
2396,59,252,59
2397,283,115,115
2398,192,547,547
2399,182,25,25
2400,75,627,75
2401,546,500,546
2402,415,309,309
2403,329,526,526
2404,176,406,406
2405,50,1,1
2406,792,625,792
2407,116,463,116
2408,716,246,716
2409,77,200,77
2410,162,114,162
2411,689,458,689
2412,129,303,129
2413,688,723,723
2414,229,798,798
2415,192,663,663
2416,58,518,518
2417,289,6,6
2418,415,32,32
2419,373,705,705
2420,388,785,785
2421,754,232,232
2422,472,89,472
2423,27,699,699
2424,175,36,175
2425,414,237,414
2426,305,414,414
2427,348,800,800
2428,148,360,148
2429,734,400,400
2430,705,462,705
2431,116,535,535
2432,701,475,701
2433,110,716,110
2434,613,321,613
2435,81,717,717
2436,731,616,616
2437,184,169,184
2438,414,593,414
2439,200,222,200
2440,389,670,670
2441,233,702,702
2442,738,206,206
2443,108,449,108
2444,288,611,288
2445,605,751,751
2446,638,23,23
2447,623,731,623
2448,579,264,264
2449,596,85,85
2450,764,585,764
2451,289,291,291
2452,138,294,138
2453,509,307,307
2454,9,135,135
2455,758,227,758
2456,727,407,727
2457,201,103,201
2458,755,204,204
2459,314,548,314
2460,415,161,161
2461,140,568,568
2462,342,545,342
2463,457,324,324
2464,719,274,274
2465,248,671,248
2466,418,559,418
2467,356,526,526
2468,421,460,421
2469,360,731,360
2470,218,221,221
2471,170,104,104
2472,604,460,460
2473,398,532,532
2474,81,125,125
2475,611,769,611
2476,562,225,562
2477,332,62,62
2478,794,196,794
2479,355,643,643
2480,127,415,127
2481,60,118,60
2482,569,173,569
2483,535,560,535
2484,406,507,406
2485,663,350,350
2486,721,676,721
2487,539,506,539
2488,373,582,582
2489,788,407,788
2490,348,47,348
2491,698,478,478
2492,106,8,8
2493,296,14,296
2494,380,310,380
2495,196,325,196
2496,249,13,249
2497,709,570,570
2498,677,751,751
2499,153,601,153
2500,626,9,626
2501,543,458,543
2502,560,621,560
2503,343,646,343
2504,149,51,51
2505,224,578,224
2506,100,38,100
2507,589,485,589
2508,340,116,340
2509,685,485,685
2510,465,417,465
2511,30,661,661
2512,55,125,125
2513,667,146,146
2514,523,731,731
2515,696,745,745
2516,151,219,219
2517,273,325,273
2518,224,412,412
2519,258,505,505
2520,76,561,561
2521,201,208,208
2522,319,47,47
2523,693,461,693
2524,593,602,602
2525,564,749,749
2526,432,373,432
2527,376,338,338
2528,666,402,666
2529,541,636,541
2530,697,724,724
2531,331,173,173
2532,533,486,533
2533,137,607,137
2534,593,399,593
2535,709,765,709
2536,587,681,587
2537,158,575,158
2538,755,348,348
2539,657,451,451
2540,199,792,199
2541,541,279,541
2542,676,232,232
2543,137,141,137
2544,425,110,425
2545,74,650,650
2546,685,238,685
2547,137,280,280
2548,470,616,616
2549,662,303,303
2550,523,615,523
2551,40,365,365
2552,533,244,533
2553,143,729,729
2554,17,123,123
2555,275,168,275
2556,583,522,583
2557,56,30,56
2558,753,241,241
2559,544,232,544
2560,450,53,450
2561,476,123,476
2562,645,715,715
2563,649,709,709
2564,203,121,203
2565,342,472,472
2566,638,460,638
2567,274,579,274
2568,431,278,431
2569,735,434,735
2570,485,222,222
2571,240,302,302
2572,455,560,560
2573,490,600,490
2574,410,141,410
2575,495,175,495
2576,50,101,101
2577,230,755,230
2578,670,365,365
2579,405,129,129
2580,581,756,581
2581,181,126,181
2582,89,610,610
2583,299,380,299
2584,510,330,330
2585,109,247,109
2586,265,354,265
2587,214,662,214
2588,102,383,102
2589,68,451,451
2590,218,460,460
2591,255,374,374
2592,101,583,583
2593,614,415,614
2594,126,529,529
2595,512,74,74
2596,755,769,755
2597,563,437,437
2598,19,774,19
2599,764,469,469
2600,638,505,505
2601,713,52,713
2602,440,246,246
2603,351,348,348
2604,671,64,671
2605,721,133,133
2606,45,149,149
2607,20,379,20
2608,224,774,224
2609,258,575,258
2610,218,781,781
2611,67,454,67
2612,699,454,699
2613,327,319,319
2614,673,218,673
2615,237,629,629
2616,2,190,2
2617,654,43,43
2618,714,327,327
2619,670,146,146
2620,406,134,406
2621,332,135,135
2622,788,652,788
2623,401,275,275
2624,381,150,381
2625,169,87,169
2626,159,241,159
2627,560,142,142
2628,152,88,152
2629,79,58,58
2630,302,764,302
2631,565,257,565
2632,410,784,410
2633,215,767,767
2634,76,471,76
2635,708,143,708
2636,151,367,367
2637,190,218,218
2638,563,774,563
2639,52,358,358
2640,586,313,586
2641,733,665,665
2642,788,108,108
2643,717,53,717
2644,786,735,786
2645,80,481,481
2646,696,252,696
2647,600,157,157
2648,428,279,428
2649,788,676,788
2650,1,638,638
2651,149,632,632
2652,96,668,668
2653,177,483,177
2654,119,294,119
2655,112,687,687
2656,25,508,508
2657,59,437,59
2658,145,152,152
2659,632,524,524
2660,682,130,682
2661,463,158,158
2662,220,344,344
2663,633,696,633
2664,517,753,517
2665,283,678,283
2666,38,337,337
2667,396,218,396
2668,727,570,727
2669,504,312,504
2670,405,790,405
2671,620,161,161
2672,575,711,711
2673,143,379,143
2674,160,402,160
2675,35,207,35
2676,140,372,372
2677,67,643,643
2678,11,212,212
2679,640,312,312
2680,182,746,746
2681,450,433,450
2682,296,442,296
2683,794,359,794
2684,674,581,674
2685,96,158,158
2686,657,286,286
2687,348,382,382
2688,737,127,737
2689,240,481,481
2690,98,170,170
2691,96,457,457
2692,53,312,312
2693,258,502,502
2694,146,581,581
2695,511,319,511
2696,282,280,280
2697,341,713,713
2698,740,2,740
2699,448,560,560
2700,540,545,540
2701,269,740,740
2702,458,678,458
2703,384,356,384
2704,728,184,184
2705,64,624,64
2706,349,71,71
2707,306,364,306
2708,619,97,619
2709,496,486,486
2710,286,721,286
2711,54,349,349
2712,729,118,729
2713,652,387,387
2714,344,438,438
2715,340,631,340
2716,259,527,259
2717,677,575,677
2718,703,239,703
2719,585,783,783
2720,50,375,375
2721,119,128,128
2722,137,184,184
2723,58,54,58
2724,593,669,669
2725,512,125,125
2726,265,4,265
2727,786,97,786
2728,389,536,536
2729,8,277,8
2730,547,598,547
2731,517,721,721
2732,371,31,31
2733,457,767,767
2734,415,672,672
2735,166,94,166
2736,298,213,213
2737,539,30,30
2738,667,602,602
2739,184,490,184
2740,124,167,124
2741,702,601,702
2742,204,368,368
2743,532,619,532
2744,128,163,163
2745,71,633,633
2746,405,110,110
2747,237,507,507
2748,699,206,699
2749,179,772,772
2750,423,380,423
2751,634,411,634
2752,506,746,746
2753,727,603,727
2754,528,549,528
2755,507,626,507
2756,652,45,45
2757,518,182,518
2758,462,789,462
2759,289,34,34
2760,200,689,689
2761,795,18,795
2762,268,520,520
2763,716,80,80
2764,257,100,100
2765,180,752,752
2766,332,572,572
2767,97,240,240
2768,334,92,92
2769,127,635,635
2770,338,130,130
